testNo ,repeatNo, agentNo, agentID, agentType,                   agentTypeNo, x,        y,       z,     yaw,    vel_x,   vel_y,   vel_z,   speed,   time,   sim_time, fps
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.200, 209.800, 7.794, -0.436,  0.000,   0.000,  -1.958,  1.958,   0.000,  2399.336, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.400, 190.300, 7.882, -0.436,  0.000,   0.000,  -1.469,  1.469,   0.000,  2399.336, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.300, 151.600, 7.946,  2.705,  0.000,   0.000,  -0.979,  0.979,   0.000,  2399.336, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.200, 209.800, 7.545, -0.436,  0.000,   0.000,  -2.935,  2.935,   0.100,  2399.436, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.400, 190.300, 7.682, -0.436,  0.000,   0.000,  -2.447,  2.447,   0.100,  2399.436, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.300, 151.600, 7.794,  2.705,  0.000,   0.000,  -1.958,  1.958,   0.100,  2399.436, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.374, -0.436, -0.003,  -0.000,  -0.572,  0.572,   0.200,  2399.536, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.399, 190.299, 7.423, -0.436, -0.009,   0.001,  -1.694,  1.694,   0.200,  2399.536, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.300, 151.600, 7.545,  2.705,  0.000,   0.000,  -2.935,  2.935,   0.200,  2399.536, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.367, -0.436,  0.000,   0.000,   0.163,  0.163,   0.300,  2399.636, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.363, -0.436, -0.000,   0.000,  -0.050,  0.050,   0.300,  2399.636, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.374,  2.705,  0.003,   0.000,  -0.572,  0.572,   0.300,  2399.636, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.389, -0.436,  0.000,  -0.000,   0.218,  0.218,   0.400,  2399.736, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.378, -0.436,  0.000,   0.000,   0.225,  0.225,   0.400,  2399.736, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.367,  2.705, -0.000,  -0.000,   0.163,  0.163,   0.400,  2399.736, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.407, -0.436,  0.000,  -0.000,   0.146,  0.146,   0.500,  2399.836, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.399, -0.436,  0.000,   0.000,   0.185,  0.185,   0.500,  2399.836, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.389,  2.705, -0.000,   0.000,   0.218,  0.218,   0.500,  2399.836, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.418, -0.436,  0.000,  -0.000,   0.081,  0.081,   0.600,  2399.936, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.414, -0.436,  0.000,   0.000,   0.111,  0.111,   0.600,  2399.936, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.407,  2.705, -0.000,   0.000,   0.146,  0.146,   0.600,  2399.936, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.424, -0.436,  0.000,  -0.000,   0.041,  0.041,   0.700,  2400.036, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.422, -0.436,  0.000,   0.000,   0.059,  0.059,   0.700,  2400.036, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.418,  2.705, -0.000,   0.000,   0.081,  0.081,   0.700,  2400.036, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.427, -0.436,  0.000,  -0.000,   0.020,  0.020,   0.800,  2400.136, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.426, -0.436,  0.000,   0.000,   0.029,  0.029,   0.800,  2400.136, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.424,  2.705, -0.000,   0.000,   0.041,  0.041,   0.800,  2400.136, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.428, -0.436,  0.000,  -0.000,   0.009,  0.009,   0.900,  2400.236, 0.000
0, 	    0,        2,       43,      vehicle.mercedes-benz.coupe, 3,           -328.398, 190.299, 7.428, -0.436,  0.000,   0.000,   0.014,  0.014,   0.900,  2400.236, 0.000
0, 	    0,        3,       44,      vehicle.mercedes-benz.coupe, 3,           -242.302, 151.601, 7.427,  2.705, -0.000,   0.000,   0.020,  0.020,   0.900,  2400.236, 0.000
0, 	    0,        1,       42,      vehicle.mercedes-benz.coupe, 3,           -368.198, 209.799, 7.429, -0.436,  0.000,  -0.000,   0.004,  0.004,   1.000,  2400.336, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.006, 0.006, 1.000, 2400.336, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.428, 2.705, -0.000, 0.000, 0.009, 0.009, 1.000, 2400.336, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.002, 0.002, 1.100, 2400.436, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.003, 0.003, 1.100, 2400.436, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, 0.000, 0.004, 0.004, 1.100, 2400.436, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 1.200, 2400.536, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, -0.000, 0.001, 0.001, 1.200, 2400.536, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, 0.000, 0.002, 0.002, 1.200, 2400.536, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 1.300, 2400.636, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.300, 2400.636, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, 0.000, 0.000, 0.000, 1.300, 2400.636, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.400, 2400.736, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.400, 2400.736, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, 0.000, 0.000, 0.000, 1.400, 2400.736, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 1.500, 2400.836, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.500, 2400.836, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 1.500, 2400.836, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.600, 2400.936, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.600, 2400.936, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 1.600, 2400.936, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 1.700, 2401.036, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.700, 2401.036, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 1.700, 2401.036, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.800, 2401.136, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.800, 2401.136, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 1.800, 2401.136, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, -0.000, 0.000, 0.000, 0.000, 1.900, 2401.236, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 1.900, 2401.236, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 1.900, 2401.236, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.000, 2401.336, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.000, 2401.336, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, 0.000, 0.000, 0.000, 0.000, 2.000, 2401.336, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 2.100, 2401.436, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.100, 2401.436, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 2.100, 2401.436, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, 0.000, -0.000, 0.000, 0.000, 2.200, 2401.536, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.200, 2401.536, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 2.200, 2401.536, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.198, 209.799, 7.429, -0.436, -0.000, 0.000, 0.000, 0.000, 2.300, 2401.636, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.300, 2401.636, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, -0.000, -0.000, 0.000, 0.000, 2.300, 2401.636, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.171, 209.763, 7.429, -0.452, 0.683, -0.939, -0.000, 1.162, 2.400, 2401.736, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.400, 2401.736, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.302, 151.601, 7.429, 2.705, 0.000, 0.000, 0.000, 0.000, 2.400, 2401.736, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -368.023, 209.629, 7.428, -0.487, 2.056, -1.720, -0.000, 2.680, 2.500, 2401.836, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.500, 2401.836, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.329, 151.637, 7.429, 2.690, -0.683, 0.939, -0.000, 1.162, 2.500, 2401.836, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -367.738, 209.456, 7.428, -0.495, 3.422, -1.754, -0.000, 3.846, 2.600, 2401.936, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.600, 2401.936, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.477, 151.771, 7.428, 2.654, -2.056, 1.720, -0.000, 2.680, 2.600, 2401.936, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -367.340, 209.271, 7.428, -0.477, 4.412, -1.919, -0.000, 4.812, 2.700, 2402.036, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.700, 2402.036, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -242.762, 151.944, 7.428, 2.646, -3.422, 1.754, -0.000, 3.846, 2.700, 2402.036, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -366.868, 209.048, 7.428, -0.466, 4.980, -2.366, 0.002, 5.513, 2.800, 2402.136, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.800, 2402.136, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -243.161, 152.125, 7.428, 2.668, -4.434, 1.837, -0.000, 4.800, 2.800, 2402.136, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -366.352, 208.797, 7.429, -0.461, 5.288, -2.553, -0.000, 5.872, 2.900, 2402.236, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 2.900, 2402.236, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -243.635, 152.341, 7.428, 2.682, -5.006, 2.293, 0.002, 5.506, 2.900, 2402.236, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -365.819, 208.542, 7.429, -0.456, 5.335, -2.519, -0.000, 5.900, 3.000, 2402.336, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.000, 2402.336, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -244.153, 152.585, 7.429, 2.688, -5.317, 2.484, -0.000, 5.869, 3.000, 2402.336, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -365.294, 208.294, 7.429, -0.450, 5.185, -2.405, -0.000, 5.715, 3.100, 2402.436, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.100, 2402.436, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -244.688, 152.835, 7.429, 2.694, -5.358, 2.472, -0.000, 5.901, 3.100, 2402.436, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -364.789, 208.060, 7.429, -0.445, 4.954, -2.270, -0.000, 5.449, 3.200, 2402.536, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.200, 2402.536, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -245.215, 153.079, 7.429, 2.699, -5.198, 2.382, -0.000, 5.718, 3.200, 2402.536, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -364.309, 207.836, 7.430, -0.443, 4.675, -2.241, -0.000, 5.184, 3.300, 2402.636, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.300, 2402.636, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -245.718, 153.320, 7.429, 2.697, -4.899, 2.390, -0.000, 5.451, 3.300, 2402.636, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -363.854, 207.615, 7.430, -0.446, 4.463, -2.197, -0.006, 4.975, 3.400, 2402.736, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.400, 2402.736, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -246.195, 153.551, 7.430, 2.694, -4.672, 2.255, -0.000, 5.187, 3.400, 2402.736, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -363.414, 207.400, 7.429, -0.448, 4.360, -2.100, -0.001, 4.839, 3.500, 2402.836, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.500, 2402.836, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -246.651, 153.770, 7.430, 2.695, -4.491, 2.146, -0.006, 4.977, 3.500, 2402.836, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -362.981, 207.193, 7.429, -0.447, 4.309, -2.048, 0.000, 4.771, 3.600, 2402.936, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.600, 2402.936, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -247.093, 153.982, 7.429, 2.695, -4.360, 2.104, -0.001, 4.841, 3.600, 2402.936, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -362.551, 206.988, 7.429, -0.447, 4.283, -2.060, 0.000, 4.753, 3.700, 2403.036, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.700, 2403.036, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -247.525, 154.191, 7.429, 2.694, -4.293, 2.083, 0.000, 4.772, 3.700, 2403.036, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -362.123, 206.782, 7.429, -0.448, 4.288, -2.074, 0.000, 4.763, 3.800, 2403.136, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.800, 2403.136, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -247.952, 154.400, 7.429, 2.691, -4.242, 2.140, 0.000, 4.751, 3.800, 2403.136, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -361.695, 206.572, 7.429, -0.450, 4.255, -2.143, 0.000, 4.764, 3.900, 2403.236, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 3.900, 2403.236, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -248.376, 154.615, 7.429, 2.685, -4.236, 2.177, 0.000, 4.762, 3.900, 2403.236, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -361.270, 206.357, 7.429, -0.456, 4.231, -2.173, 0.000, 4.756, 4.000, 2403.336, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.000, 2403.336, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -248.802, 154.830, 7.429, 2.682, -4.267, 2.119, 0.000, 4.764, 4.000, 2403.336, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -360.846, 206.143, 7.429, -0.459, 4.253, -2.110, 0.000, 4.748, 4.100, 2403.436, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.100, 2403.436, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -249.229, 155.040, 7.429, 2.684, -4.275, 2.085, 0.000, 4.756, 4.100, 2403.436, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -360.420, 205.934, 7.429, -0.458, 4.261, -2.076, 0.000, 4.740, 4.200, 2403.536, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.200, 2403.536, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -249.655, 155.250, 7.429, 2.683, -4.238, 2.139, 0.000, 4.747, 4.200, 2403.536, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -359.995, 205.725, 7.429, -0.458, 4.224, -2.132, 0.000, 4.731, 4.300, 2403.636, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.300, 2403.636, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -250.078, 155.465, 7.429, 2.680, -4.217, 2.164, 0.000, 4.740, 4.300, 2403.636, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -359.566, 205.507, 7.429, -0.462, 4.426, -2.271, 0.000, 4.975, 4.400, 2403.736, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.400, 2403.736, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -250.500, 155.680, 7.429, 2.677, -4.209, 2.164, 0.000, 4.732, 4.400, 2403.736, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -359.106, 205.275, 7.429, -0.463, 4.723, -2.344, 0.001, 5.273, 4.500, 2403.836, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.500, 2403.836, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -250.931, 155.894, 7.429, 2.678, -4.470, 2.182, -0.000, 4.974, 4.500, 2403.836, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -358.624, 205.038, 7.429, -0.461, 4.871, -2.380, -0.001, 5.421, 4.600, 2403.936, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.600, 2403.936, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -251.394, 156.120, 7.429, 2.681, -4.744, 2.304, 0.001, 5.274, 4.600, 2403.936, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -358.134, 204.799, 7.429, -0.458, 4.928, -2.352, -0.000, 5.460, 4.700, 2404.036, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.700, 2404.036, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -251.876, 156.357, 7.429, 2.682, -4.847, 2.442, -0.000, 5.428, 4.700, 2404.036, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -357.642, 204.565, 7.429, -0.453, 4.918, -2.318, -0.000, 5.437, 4.800, 2404.136, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.800, 2404.136, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -252.363, 156.605, 7.429, 2.678, -4.867, 2.503, -0.000, 5.473, 4.800, 2404.136, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -357.155, 204.330, 7.429, -0.453, 4.809, -2.418, -0.000, 5.383, 4.900, 2404.236, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 4.900, 2404.236, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -252.852, 156.849, 7.429, 2.679, -4.889, 2.407, -0.000, 5.449, 4.900, 2404.236, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -356.679, 204.086, 7.430, -0.460, 4.722, -2.470, -0.000, 5.329, 5.000, 2404.336, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 5.000, 2404.336, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -253.339, 157.086, 7.429, 2.682, -4.869, 2.329, -0.000, 5.397, 5.000, 2404.336, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -356.206, 203.847, 7.430, -0.462, 4.724, -2.365, -0.000, 5.283, 5.100, 2404.436, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 5.100, 2404.436, 0.000
0, 0, 3, 44, vehicle.mercedes-benz.coupe, 3, -253.823, 157.318, 7.430, 2.687, -4.830, 2.278, -0.000, 5.340, 5.100, 2404.436, 0.000
0, 0, 1, 42, vehicle.mercedes-benz.coupe, 3, -355.735, 203.612, 7.430, -0.462, 4.700, -2.338, -0.000, 5.249, 5.200, 2404.536, 0.000
0, 0, 2, 43, vehicle.mercedes-benz.coupe, 3, -328.398, 190.299, 7.429, -0.436, 0.000, 0.000, 0.000, 0.000, 5.200, 2404.536, 0.000
